section,name,price,category,description,availability,img_primary,img_secondary,product_url
mind & body,Royal Lotus – Nourishing Hand & Body Lotion – 160ml,$21.00 ,BODY LOTIONS,"A rich, naturally hydrating blend of WonderHerbs, plant oils & fruit butters to deeply nourish, care & protect. Infused with aromatic essences & floral essential oils for lasting fragrant softness.",Out of stock,Royal Lotus – Nourishing Hand & Body Lotion – 160ml_primary.jpg,Royal Lotus – Nourishing Hand & Body Lotion – 160ml_secondary.jpg,https://store.spaceylon.com/product/royal-lotus-nourishing-hand-body-lotion-160ml/
mind & body,Island Rose – Nourishing Hand & Body Lotion – 160ml,$21.00 ,BODY LOTIONS,"A rich, naturally hydrating blend of WonderHerbs, plant oils & fruit butters to deeply nourish, care & protect. Infused with aromatic essences & floral essential oils for lasting fragrant softness.",Out of stock,Island Rose – Nourishing Hand & Body Lotion – 160ml_primary.jpg,Island Rose – Nourishing Hand & Body Lotion – 160ml_secondary.jpg,https://store.spaceylon.com/product/island-rose-nourishing-hand-body-lotion-160ml/
mind & body,Unawatuna – Nourishing Hand &am Body Lotion – 160ml,$21.00 ,BODY LOTIONS,"A rich, naturally hydrating blend of WonderHerbs, plant oils & fruit butters to deeply nourish, care & protect. Infused with aromatic essences & floral essential oils for lasting fragrant softness.",In Stock,Unawatuna – Nourishing Hand &am Body Lotion – 160ml_primary.jpg,Unawatuna – Nourishing Hand &am Body Lotion – 160ml_secondary.jpg,https://store.spaceylon.com/product/unawatuna-nourishing-hand-body-lotion-160ml/
mind & body,Baby Soap 100g,$5.00 ,BABY CARE,"A creamy natural cleanser enriched with Virgin Coconut, Rice Bran, Almond & Moringa to moisturise, nourish & soften delicate skin. Pure Mango Butter & Kokum Butters help hydrate, protect & fortify natural balance, while fresh Aloe Vera & Calendula help cool & comfort.",Out of stock,Baby Soap 100g_primary.jpg,Baby Soap 100g_secondary.jpg,https://store.spaceylon.com/product/baby-soap-100g/
mind & body,Baby Eau De Ceylon 100ml,$19.00 ,BABY CARE,"A soft, breezy cologne evoking the soothing freshness of Ceylonese Citrus fruits, floral blossoms & rainforest herbs. The delicate island water is infused with an allergen-free aromatic blend, combining Lavender, Rose Geranium, Neroli & Ylang Ylang to help calm & comfort the senses, promoting natural relaxation.
* Dermatologically Tested
* Pure & Gentle",Out of stock,Baby Eau De Ceylon 100ml_primary.jpg,Baby Eau De Ceylon 100ml_secondary.jpg,https://store.spaceylon.com/product/baby-eau-de-ceylon-100ml/
mind & body,Baby Soothing Aloe Gel 250Ml,$19.00 ,BABY CARE,"A light gel infused with naturally hydrating fresh Aloe Vera, to effectively soothe & care for delicate skin & hair. Pure Witch Hazel combines with Calendula & Apricot to comfort & protect from head-to-toe, protecting against dryness, environment & minor irritations. The allergen-free aromatic blend is infused with Lavender, Rose Geranium, Neroli & Ylang Ylang to help calm & comfort the senses, promoting natural relaxation.
* Dermatologically Tested
* Pure & Gentle",Out of stock,Baby Soothing Aloe Gel 250Ml_primary.jpg,Baby Soothing Aloe Gel 250Ml_secondary.jpg,https://store.spaceylon.com/product/baby-soothing-aloe-gel-250ml/
mind & body,Baby Shampoo 250ml,$19.00 ,BABY CARE,"A light natural formula that is gentle for the eyes. Infused with Aloe Vera, Calendula & Mango to remove impurities & softly cleanse delicate hair & scalp. Virgin Coconut, Sweet Almond, & Sunflower help hydrate & fortify natural scalp balance, leaving hair soft & silky. The allergen-free aromatic blend is infused with Lavender, Rose Geranium, Neroli & Ylang Ylang to help calm & comfort the senses, promoting natural relaxation.
* Dermatologically Tested
* Pure & Gentle",Out of stock,Baby Shampoo 250ml_primary.jpg,Baby Shampoo 250ml_secondary.jpg,https://store.spaceylon.com/product/baby-shampoo-250ml/
mind & body,Baby Wash 250ml,$19.00 ,BABY CARE,"A light natural formula, infused with Aloe Vera, Licorice & Calendula to gently, yet effectively remove impurities & cleanse delicate skin. Virgin Coconut, Sweet Almond, & Sunflower help soothe & hydrate, leaving skin soft & fresh. The allergen-free aromatic blend is infused with Lavender, Rose Geranium, Neroli & Ylang Ylang to help calm & comfort the senses, promoting natural relaxation.
* Dermatologically Tested
* Pure & Gentle",Out of stock,Baby Wash 250ml_primary.jpg,Baby Wash 250ml_secondary.jpg,https://store.spaceylon.com/product/baby-wash-250ml/
mind & body,Breathe – Relieving Inhaler,$14.00 ,SOOTHING BALMS & INHALERS,"A 100% natural, reviving & uplifting formula enriched with powerful Ayurveda WonderHerbs. Energising Ceylon Cinnamon & Cardamom combine to help reduce stuffiness & ease discomfort.",In Stock,Breathe – Relieving Inhaler_primary.jpg,Breathe – Relieving Inhaler_secondary.jpg,https://store.spaceylon.com/product/breathe-relieving-inhaler/
mind & body,Grapefruit Blossom – Hand Sanitiser Essential Oil Blended 250ml,$18.00 ,HAND SANITISERS,"A unique broad spectrum protectant with 70% purifying natural Sugar Cane Alcohol, hydrating community trade Aloe Vera, soothing Witch Hazel, natural Vitamin E & precious essential oils.
Infused with the awakening aroma of Grapefruit & Lemon combined with the freshness of Ceylonese citrus fruits, flowers & herbs.
* 100% Vegan & Vegetarian
* Supports Community Fair Trade
* Against Animal Cruelty
* Promotes Sustainable Harvesting",In Stock,Grapefruit Blossom – Hand Sanitiser Essential Oil Blended 250ml_primary.jpg,Grapefruit Blossom – Hand Sanitiser Essential Oil Blended 250ml_secondary.jpg,https://store.spaceylon.com/product/grapefruit-blossom-hand-sanitiser-essential-oil-blended-250ml/
mind & body,Eucalyptus & Neem – Anti-Bacterial Exfoliating Wellness Soap 100g,$7.00 ,BATH & SHOWER,"A deep-purifying treatment infused with a naturally anti-bacterial blend of Eucalyptus, Neem, Licorice, Lavender, Lemon, Rosemary & Peppermint. Neem, Moringa & Red Rice naturally exfoliate body, while Virgin Coconut, Rice bran, Wheatgerm & Almond nourish & soften skin.",Out of stock,Eucalyptus & Neem – Anti-Bacterial Exfoliating Wellness Soap 100g_primary.jpg,Eucalyptus & Neem – Anti-Bacterial Exfoliating Wellness Soap 100g_secondary.jpg,https://store.spaceylon.com/product/eucalyptus-neem-anti-bacterial-exfoliating-wellness-soap-100g/
mind & body,Turmeric & Tea Tree – Anti-Bacterial Exfoliating Wellness Soap 100g,$7.00 ,BATH & SHOWER,Description not available,In Stock,Turmeric & Tea Tree – Anti-Bacterial Exfoliating Wellness Soap 100g_primary.jpg,Turmeric & Tea Tree – Anti-Bacterial Exfoliating Wellness Soap 100g_secondary.jpg,https://store.spaceylon.com/product/turmeric-tea-tree-anti-bacterial-exfoliating-wellness-soap-100g/
mind & body,Energise – Invigorating Body Milk 250ml,$24.00 ,ENERGIZE,"A warming & hydrating blend of powerful Ayurveda herbs & potent essential oils.Organic Ceylon Cinnamon helps invigorate & revive the body & mind, gently easing stress. Refreshing Bergamot promotes clarity & awakens the senses, while precious oriental Patchouli helps uplift & balance the chakras.",Out of stock,Energise – Invigorating Body Milk 250ml_primary.jpg,Energise – Invigorating Body Milk 250ml_secondary.jpg,https://store.spaceylon.com/product/energise-invigorating-body-milk-250ml/
mind & body,Energise – Hydrating Body Butter 225g,$26.00 ,ENERGIZE,"A rich, deep-hydrating & warming blend of powerful Ayurveda herbs & potent essential oils. Organic Ceylon Cinnamon helps invigorate & revive the body & mind, gently easing stress. Refreshing Bergamot promotes clarity & awakens the senses, while precious oriental Patchouli helps uplift & balance the chakras.",In Stock,Energise – Hydrating Body Butter 225g_primary.jpg,Energise – Hydrating Body Butter 225g_secondary.jpg,https://store.spaceylon.com/product/energise-hydrating-body-butter-225g/
mind & body,Peace – Hand Wash 250ml,$15.00 ,FOR MEN,A gentle hand cleanser with a blend of herbs & essential promote peace & harmony.,In Stock,Peace – Hand Wash 250ml_primary.jpg,Peace – Hand Wash 250ml_secondary.jpg,https://store.spaceylon.com/product/peace-hand-wash-250ml/
mind & body,Green Mint – Refreshing Foot Mist 100ml,$14.00 ,FOOT CREAMS & GELS,A fast absorbent natural formula to refresh & revive over-worked & tired feet.,In Stock,Green Mint – Refreshing Foot Mist 100ml_primary.jpg,Green Mint – Refreshing Foot Mist 100ml_secondary.jpg,https://store.spaceylon.com/product/green-mint-refreshing-foot-mist-100ml/
mind & body,Green Mint – Cooling Foot Scrub 200g,$17.00 ,BODY SCRUBS & POLISHES,"A natural purifying formula to soften, smoothen & revitalize feet. Lime Peel, Dark Grape & Volcanic Minerals help remove rough patches & hard skin, lightening discolorations.",Out of stock,Green Mint – Cooling Foot Scrub 200g_primary.jpg,Green Mint – Cooling Foot Scrub 200g_secondary.jpg,https://store.spaceylon.com/product/green-mint-cooling-foot-scrub-200g/
mind & body,Citronella Milk – Protective Mist Collection,$16.00 ,BODY & PILLOW MISTS,"A trio collection box of Citronella Milk Protective Mist.
* Effective natural protection in tropical climates.
* Hydrates insect bites & inflammations.",Out of stock,Citronella Milk – Protective Mist Collection_primary.jpg,Citronella Milk – Protective Mist Collection_secondary.jpg,https://store.spaceylon.com/product/citronella-milk-protective-mist-collection/
mind & body,Sandalwood – Wonder Oil 100ml,$29.00 ,BODY OILS,"The power of 8 Ayurveda WonderHerbs in an ultra-nourishing blend. Instantly adds a soft silky-smooth touch to skin & hair, without a greasy after-feel. Moringa & Sandalwood help soothe skin & shield against pollution. Sweet Almond & Virgin Coconut help protect skin & hair from dryness.",Out of stock,Sandalwood – Wonder Oil 100ml_primary.jpg,Sandalwood – Wonder Oil 100ml_secondary.jpg,https://store.spaceylon.com/product/sandalwood-wonder-oil-100ml/
mind & body,Night Jasmine – Wonder Oil 100ml,$29.00 ,BODY OILS,"The power of 8 Ayurveda WonderHerbs in an ultra-nourishing blend. Instantly adds a soft silky-smooth touch to skin & hair, without a greasy after-feel. Moringa & Jasmine help soothe skin & shield against pollution. Sweet Almond & Virgin Coconut help protect skin & hair from dryness.",Out of stock,Night Jasmine – Wonder Oil 100ml_primary.jpg,Night Jasmine – Wonder Oil 100ml_secondary.jpg,https://store.spaceylon.com/product/night-jasmine-wonder-oil-100ml/
mind & body,Cedarwood – Essential Oil 20ml,$22.00 ,ESSENTIAL OILS,Fortifying Calming & Strengthening,In Stock,Cedarwood – Essential Oil 20ml_primary.jpg,Cedarwood – Essential Oil 20ml_secondary.jpg,https://store.spaceylon.com/product/cedarwood-essential-oil-20ml/
mind & body,Wild Mangosteen – Natural Butter 25g,$14.00 ,BRIDAL SHOWER,A 100% natural multi-usage ultra nourishing butter,In Stock,Wild Mangosteen – Natural Butter 25g_primary.jpg,Wild Mangosteen – Natural Butter 25g_secondary.jpg,https://store.spaceylon.com/product/wild-mangosteen-natural-butter-25g/
mind & body,Ceylon Mango – Natural Butter 25g,$14.00 ,BRIDAL SHOWER,A 100% natural multi-usage ultra nourishing butter,Out of stock,Ceylon Mango – Natural Butter 25g_primary.jpg,Ceylon Mango – Natural Butter 25g_secondary.jpg,https://store.spaceylon.com/product/ceylon-mango-natural-butter-25g/
mind & body,Ceylon Pink Grapefruit – Elephant Aromaveda Sachet,$13.00 ,AROMA FOR BEDROOM,"A luxury aroma sachet uniquely combining natural volcanic minerals with pure essential oils & natural compounds to create exotic aromas reminiscent of old Ceylon. Ideal to naturally fragrance cars, pillows, linen, bedding, drawers, wardrobes, suitcases & small interior spaces.",In Stock,,Ceylon Pink Grapefruit – Elephant Aromaveda Sachet_secondary.jpg,https://store.spaceylon.com/product/ceylon-pink-grapefruit-elephant-aromaveda-sachet/
mind & body,Ceylon Forest Trail – Elephant Aromaveda Sachet,$13.00 ,AROMA FOR BEDROOM,"A luxury aroma sachet uniquely combining natural volcanic minerals with pure essential oils & natural compounds to create exotic aromas reminiscent of old Ceylon. Ideal to naturally fragrance cars, pillows, linen, bedding, drawers, wardrobes, suitcases & small interior spaces.",In Stock,,,https://store.spaceylon.com/product/ceylon-forest-trail-elephant-aromaveda-sachet/
mind & body,Neroli Jasmine – Natural Twigs Room Aromizer,$20.00 ,EVENT FRAGRANCES,"Calming, Uplifting & Healing
A decorative natural Room Aromizer combining dried natural twigs with pure essential oils & natural fragrance compounds.",In Stock,,Neroli Jasmine – Natural Twigs Room Aromizer_secondary.jpg,https://store.spaceylon.com/product/neroli-jasmine-natural-twigs-room-aromizer/
mind & body,Ceylon Elephant – Grapefruit Coconut – Intensive Hand Cream 30g,$11.00 ,BRIDAL SHOWER,"A natural renewing treatment enriched with a revitalising blend of Citrus fruit oils. Sweet Almond, Wheatgerm, Soya & Virgin Coconut moisturise, nourish & care for dry & rough hands.",Out of stock,Ceylon Elephant – Grapefruit Coconut – Intensive Hand Cream 30g_primary.jpg,Ceylon Elephant – Grapefruit Coconut – Intensive Hand Cream 30g_secondary.jpg,https://store.spaceylon.com/product/ceylon-elephant-grapefruit-coconut-intensive-hand-cream-30g/
mind & body,Ceylon Elephant – Ceylon Tea Ylang – Intensive Hand Cream 30g,$11.00 ,BRIDAL SHOWER,"A natural protective treatment infused with a soothing blend of Green, White & Black Teas – rich in natural anti-oxidants & nutrients. Sweet Almond, Wheatgerm, Soya & Virgin Coconut moisturise, nourish & care for dry & rough hands.",Out of stock,Ceylon Elephant – Ceylon Tea Ylang – Intensive Hand Cream 30g_primary.jpg,Ceylon Elephant – Ceylon Tea Ylang – Intensive Hand Cream 30g_secondary.jpg,https://store.spaceylon.com/product/ceylon-elephant-ceylon-tea-ylang-intensive-hand-cream-30g/
mind & body,Ceylon Elephant – Frankincense Kay Lime – Intensive Hand Cream 30g,$11.00 ,BRIDAL SHOWER,"A natural renewing treatment enriched with a revitalising blend of precious herbal oils. Sweet Almond, Wheatgerm, Soya & Virgin Coconut moisturise, nourish & care for dry & rough hands.",In Stock,Ceylon Elephant – Frankincense Kay Lime – Intensive Hand Cream 30g_primary.jpg,Ceylon Elephant – Frankincense Kay Lime – Intensive Hand Cream 30g_secondary.jpg,https://store.spaceylon.com/product/ceylon-elephant-frankincense-kay-lime-intensive-hand-cream-30g/
mind & body,Luxury Soap Collection,$15.00 ,BATH & SHOWER,Available to purchase in local Stores,Out of stock,Luxury Soap Collection_primary.jpg,Luxury Soap Collection_secondary.jpg,https://store.spaceylon.com/product/luxury-soap-collection-2/
mind & body,Pink Grapefruit – Virgin Coconut Natural Butter,$12.00 ,BRIDAL SHOWER,A 100% natural multi-usage ultra nourishing butter,Out of stock,Pink Grapefruit – Virgin Coconut Natural Butter_primary.jpg,Pink Grapefruit – Virgin Coconut Natural Butter_secondary.jpg,https://store.spaceylon.com/product/pink-grapefruit-virgin-coconut-natural-butter/
mind & body,Ylang Lavender – Virgin Coconut Natural Butter,$12.00 ,BRIDAL SHOWER,A 100% natural multi-usage ultra nourishing butter,In Stock,Ylang Lavender – Virgin Coconut Natural Butter_primary.jpg,Ylang Lavender – Virgin Coconut Natural Butter_secondary.jpg,https://store.spaceylon.com/product/ylang-lavender-virgin-coconut-natural-butter/
mind & body,Neroli Jasmine – Virgin Coconut Natural Butter,$12.00 ,BRIDAL SHOWER,A 100% natural multi-usage ultra nourishing butter,Out of stock,Neroli Jasmine – Virgin Coconut Natural Butter_primary.jpg,Neroli Jasmine – Virgin Coconut Natural Butter_secondary.jpg,https://store.spaceylon.com/product/neroli-jasmine-virgin-coconut-natural-butter/
mind & body,Grapefruit Coconut – Luxury Soap 250g,$12.00 ,BATH & SHOWER,"A luxuriously creamy natural cleanser enriched with a revitalising blend of Citrus fruit oils. Awakening Pink Grapefruit, tangy Lemon, uplifting Kaffir Lime & balancing Bergamot help renew skin & refresh the senses, promoting positive energies.",In Stock,,,https://store.spaceylon.com/product/grapefruit-coconut-luxury-soap-250g/
mind & body,Ceylon Spiced Sandalwood – Aromaveda Incense Sticks,$10.00 ,INCENSE STICKS,"The Majestic Ceylon Elephant is under threat of extinction, due to loss of its natural habitat & The resultant human-elephant conflict in Sri Lanka. By purchasing this product, you promote awareness & help conservation by donate 10% of the purchase price towards SPA CEYLON Elephant conservation initiatives. These traditional Ayurveda aroma incense sticks combine wild-crafted herbs, pure essential oils, natural resins & fragrance compounds to create exotic aromas inspired by the fragrant forest habitat of the Ceylon Elephant. The Spiced Sandalwood blend is an aromatic fusion of Vetiver & Patchouli, Sandalwood & Cinnamon essential oils with natural fragrance compounds. The blend gently infuses your living spaces with rich natural scents to soothe, calm & indulge your body, mind & soul.",In Stock,Ceylon Spiced Sandalwood – Aromaveda Incense Sticks_primary.jpg,Ceylon Spiced Sandalwood – Aromaveda Incense Sticks_secondary.jpg,https://store.spaceylon.com/product/ceylon-spiced-sandalwood-aromaveda-incense-sticks/
mind & body,Ceylon Pink Grapefruit – Aromaveda Incense Sticks,$10.00 ,INCENSE STICKS,"The Majestic Ceylon Elephant is under threat of extinction, due to loss of its natural habitat & The resultant human-elephant conflict in Sri Lanka. By purchasing this product, you promote awareness & help conservation by donate 10% of the purchase price towards SPA CEYLON Elephant conservation initiatives.
These traditional Ayurveda aroma incense sticks combine wild-crafted herbs, pure essential oils, natural resins & fragrance compounds to create exotic aromas inspired by the fragrant forest habitat of the Ceylon Elephant. The Pink Grapefruit blend is an aromatic fusion of Grapefruit, Lime & Bergamot essential oils with natural fragrance compounds. The blend gently infuses your living spaces with rich Aroma Veda cents to awaken, uplift & refresh your body, mind & soul.",In Stock,Ceylon Pink Grapefruit – Aromaveda Incense Sticks_primary.jpg,Ceylon Pink Grapefruit – Aromaveda Incense Sticks_secondary.jpg,https://store.spaceylon.com/product/ceylon-pink-grapefruit-aromaveda-incense-sticks/
mind & body,Ceylon Forest Trail – Aromaveda Incense Sticks,$10.00 ,INCENSE STICKS,"The Majestic Ceylon Elephant is under threat of extinction, due to loss of its natural habitat & The resultant human-elephant conflict in Sri Lanka. By purchasing this product, you promote awareness & help conservation by donate 10% of the purchase price towards SPA CEYLON Elephant conservation initiatives.
These traditional Ayurveda aroma incense sticks combine wild-crafted herbs, pure essential oils, natural resins & fragrance compounds to create exotic aromas inspired by the fragrant forest habitat of the Ceylon Elephant. The Forest Trail blend is an aromatic fusion of Peppermint, Spearmint, Lemongrass & Eucalyptus essential oils with natural compounds. The blend gently infuses your living spaces with rich natural scents to soothe, calm & relax your body, mind & soul.",Out of stock,Ceylon Forest Trail – Aromaveda Incense Sticks_primary.jpg,Ceylon Forest Trail – Aromaveda Incense Sticks_secondary.jpg,https://store.spaceylon.com/product/ceylon-forest-trail-aromaveda-incense-sticks/
mind & body,Comfort Pain Reliever Balm Roll On 10ml,$10.00 ,BALMS & RUBS,"100% natural fast action comforting relief from muscular body pains, joint aches & sprains. Soothes soreness & muscle strain. Helps gently soothe & comfort the senses. .",In Stock,,Comfort Pain Reliever Balm Roll On 10ml_secondary.jpg,https://store.spaceylon.com/product/comfort-pain-reliever-balm-roll-on-10ml/
mind & body,Happy Uplifting Balm Roll On 10ml,$10.00 ,BALMS & RUBS,"100% natural action refreshes & invigorates the senses, promoting vibrant positive energies & happiness. Gently lightens mood, soothing, uplifting & delighting the senses.",In Stock,,Happy Uplifting Balm Roll On 10ml_secondary.jpg,https://store.spaceylon.com/product/happy-uplifting-balm-roll-on-10ml-2/
mind & body,Relax Foot Relief Balm Roll On 10ml,$10.00 ,DOSHA TYPES,Instant natural cooling & soothing relief for tired & fatigued feet.,Out of stock,,Relax Foot Relief Balm Roll On 10ml_secondary.jpg,https://store.spaceylon.com/product/relax-foot-relief-balm-roll-on-10ml/
mind & body,Peace – Chest Cold Soothing Rub 50g,$13.00 ,FOR MEN,"Fast-absorbent non-oily formula. Practical for use on the go, in the office or in any social situation.",In Stock,Peace – Chest Cold Soothing Rub 50g_primary.jpg,Peace – Chest Cold Soothing Rub 50g_secondary.jpg,https://store.spaceylon.com/product/peace-chest-cold-soothing-rub-50g/
mind & body,Fire – Warming Muscle Rub 50g,$13.00 ,MEDICATED RUBS,"Fast-absorbent non-oily formula. Practical for use on the go, in the office or in any social situation.",Out of stock,Fire – Warming Muscle Rub 50g_primary.jpg,Fire – Warming Muscle Rub 50g_secondary.jpg,https://store.spaceylon.com/product/fire-warming-muscle-rub-50g/
mind & body,Comfort – Neck & Shoulder Rub 50g,$13.00 ,COMFORT,"Fast-absorbent non-oily formula. Practical for use on the go, in the office or in any social situation.",In Stock,Comfort – Neck & Shoulder Rub 50g_primary.jpg,Comfort – Neck & Shoulder Rub 50g_secondary.jpg,https://store.spaceylon.com/product/comfort-neck-shoulder-rub-50g/
mind & body,Ice – Cooling Muscle Rub 50g,$13.00 ,MEDICATED RUBS,"Fast-absorbent non-oily formula. Practical for use on the go, in the office or in any social situation.",In Stock,Ice – Cooling Muscle Rub 50g_primary.jpg,Ice – Cooling Muscle Rub 50g_secondary.jpg,https://store.spaceylon.com/product/ice-cooling-muscle-rub-50g/
mind & body,Neroli Orange – Dry Skin Relief Balm 25g,$11.00 ,BALMS & RUBS,"A 100% natural formula for effective treatment of extra dry, rough & discoloured skin on the body.",In Stock,,Neroli Orange – Dry Skin Relief Balm 25g_secondary.jpg,https://store.spaceylon.com/product/neroli-orange-dry-skin-relief-balm-25g/
mind & body,Lavender Neroli Ylang – Intensive Hand Cream 30g,$12.00 ,BRIDAL SHOWER,"A natural renewing treatment enriched with a revitalising blend of exotic floral oils. Sweet Almond, Wheatgerm, Soya & Virgin Coconut moisturise, nourish & care for dry & rough hands.",In Stock,Lavender Neroli Ylang – Intensive Hand Cream 30g_primary.jpg,Lavender Neroli Ylang – Intensive Hand Cream 30g_secondary.jpg,https://store.spaceylon.com/product/lavender-neroli-ylang-intensive-hand-cream-30g/
mind & body,Ceylon Tea Ylang – Luxury Soap 250g,$12.00 ,BATH & SHOWER,"A luxuriously creamy natural cleanser infused with a soothing blend of Green, White & Black Teas – rich in natural anti-oxidants & nutrients.",Out of stock,Ceylon Tea Ylang – Luxury Soap 250g_primary.jpg,Ceylon Tea Ylang – Luxury Soap 250g_secondary.jpg,https://store.spaceylon.com/product/ceylon-tea-ylang-luxury-soap-250g/
mind & body,Sandalwood Spice – Luxury Soap 250g,$12.00 ,BATH & SHOWER,"A luxuriously creamy natural cleanser enriched with Mysore Sandalwood comforts & beautifies skin, while earthy Vetiver, uplifting Ceylon Cinnamon & precious Patchouli help warm & invigorate the senses, promoting positive energies & chakra balance.",In Stock,,,https://store.spaceylon.com/product/sandalwood-spice-luxury-soap-250g/
mind & body,Sandalwood Spice – Luxury Soap 100g,$6.00 ,BATH & SHOWER,"A luxuriously creamy natural cleanser enriched with Mysore Sandalwood comforts & beautifies skin, while earthy Vetiver, uplifting Ceylon Cinnamon & precious Patchouli help warm & invigorate the senses, promoting positive energies & chakra balance. Virgin Coconut, Rice Bran, Wheatgerm & Almond moisturise, nourish & soften skin.",In Stock,,Sandalwood Spice – Luxury Soap 100g_secondary.jpg,https://store.spaceylon.com/product/sandalwood-spice-luxury-soap-100g/
mind & body,Grapefruit Coconut – Luxury Soap 100g,$6.00 ,BATH & SHOWER,"A luxuriously creamy natural cleanser enriched with a revitalising blend of Citrus fruit oils. Awakening Pink Grapefruit, tangy Lemon, uplifting Kaffir Lime & balancing Bergamot help renew skin & refresh the senses, promoting positive energies. Virgin Coconut, Rice Bran, Wheatgerm & Almond moisturise, nourish & soften skin.",In Stock,,Grapefruit Coconut – Luxury Soap 100g_secondary.jpg,https://store.spaceylon.com/product/grapefruit-coconut-luxury-soap-100g/
mind & body,Pink Lotus Almond – Luxury Soap 250g,$12.00 ,BATH & SHOWER,"A luxuriously creamy natural cleanser enriched with Romantic Ylang Ylang & soothing Neroli Blossom, combined with exotic Royal Lotus to uplift & delight the senses.",In Stock,Pink Lotus Almond – Luxury Soap 250g_primary.jpg,Pink Lotus Almond – Luxury Soap 250g_secondary.jpg,https://store.spaceylon.com/product/pink-lotus-almond-luxury-soap-250g/
mind & body,Pink Lotus Almond – Luxury Soap 100g,$6.00 ,BATH & SHOWER,"A luxuriously creamy natural cleanser enriched with Romantic Ylang Ylang & soothing Neroli Blossom, combined with exotic Royal Lotus to uplift & delight the senses. Virgin Coconut, Rice Bran, Wheatgerm & Almond moisturise, nourish & soften skin.",In Stock,Pink Lotus Almond – Luxury Soap 100g_primary.jpg,Pink Lotus Almond – Luxury Soap 100g_secondary.jpg,https://store.spaceylon.com/product/pink-lotus-almond-luxury-soap-100g/
mind & body,Virgin Coconut – Face & Body Refining Scrub 100g,$30.00 ,BODY SCRUBS & POLISHES,A unique 100% natural complex of pure Virgin Coconut Oil & Virgin Coconut Crystals naturally extracted at source from the finest fresh coconuts hand-picked from the lush tropical gardens of Ceylon.,In Stock,Virgin Coconut – Face & Body Refining Scrub 100g_primary.jpg,Virgin Coconut – Face & Body Refining Scrub 100g_secondary.jpg,https://store.spaceylon.com/product/virgin-coconut-face-body-refining-scrub-100g/
mind & body,Frankincense Kay Lime Luxury Soap 100g,$6.00 ,BATH & SHOWER,"A luxuriously creamy natural cleanser enriched with Virgin Coconut, Rice Bran, Wheatgerm & Almond to moisturise, nourish & soften skin. Pure Mango Butter & Kokum Butter help hydrate, protect & preserve natural balance, while fresh Aloe Vera helps cool & comfort. Deeply calming Frankincense helps still the mind & ease stress.",In Stock,,Frankincense Kay Lime Luxury Soap 100g_secondary.jpg,https://store.spaceylon.com/product/frankincense-kay-lime-luxury-soap-100g/
mind & body,Neroli Jasmine Luxury Soap 250g,$12.00 ,BATH & SHOWER,"A luxuriously creamy natural cleanser enriched with Virgin Coconut, Rice Bran, Wheatgerm & Almond to moisturise, nourish & soften skin.",Out of stock,,,https://store.spaceylon.com/product/neroli-jasmine-luxury-soap-250g/
mind & body,Neroli Jasmine Luxury Soap 100g,$6.00 ,BATH & SHOWER,"A luxuriously creamy natural cleanser enriched with Virgin Coconut, Rice Bran, Wheatgerm & Almond to moisturise, nourish & soften skin.",Out of stock,,Neroli Jasmine Luxury Soap 100g_secondary.jpg,https://store.spaceylon.com/product/neroli-jasmine-luxury-soap-100g/
mind & body,Lavender Neroli Ylang Luxury Soap 100g,$6.00 ,BATH & SHOWER,"A luxuriously creamy natural cleanser enriched with Virgin Coconut, Rice Bran, Wheatgerm & Almond to moisturise, nourish & soften skin.",Out of stock,,Lavender Neroli Ylang Luxury Soap 100g_secondary.jpg,https://store.spaceylon.com/product/lavender-neroli-ylang-luxury-soap-100g/
mind & body,Lemongrass Mandarin Luxury Soap 250g,$12.00 ,BATH & SHOWER,"A luxuriously creamy natural cleanser enriched with Virgin Coconut, Rice Bran, Wheatgerm & Almond to moisturise, nourish & soften skin.",In Stock,,,https://store.spaceylon.com/product/lemongrass-mandarin-luxury-soap-250g/
mind & body,Lavender Neroli Ylang – Aromaveda Sachet,$10.00 ,AROMA SACHETS,"Gently Pacifying, Soothing & Calming
A luxury aroma sachet uniquely combining natural volcanic minerals with pure essential oils & natural compounds to create exotic aromas reminiscent of old Ceylon. Ideal to naturally fragrance cars, pillows, linen, bedding, rawers, wardrobes, suitcases & small interior spaces.",In Stock,,Lavender Neroli Ylang – Aromaveda Sachet_secondary.jpg,https://store.spaceylon.com/product/lavender-neroli-ylang-aromaveda-sachet/
mind & body,Ceylon Tea & Ylang – Aromaveda Sachet,$10.00 ,AROMA FOR BEDROOM,"Soothing, Balancing & Sensual
A luxury aroma sachet uniquely combining natural volcanic minerals with pure essential oils & natural compounds to create exotic aromas reminiscent of old Ceylon. Ideal to naturally fragrance cars, pillows, linen, bedding, rawers, wardrobes, suitcases & small interior spaces.",In Stock,,Ceylon Tea & Ylang – Aromaveda Sachet_secondary.jpg,https://store.spaceylon.com/product/ceylon-tea-ylang-aromaveda-sachet/
mind & body,Pink Grapefruit – Aromaveda Sachet,$10.00 ,AROMA SACHETS,"Awakening, Uplifting & Refreshing
A luxury aroma sachet uniquely combining natural volcanic minerals with pure essential oils & natural compounds to create exotic aromas reminiscent of old Ceylon. Ideal to naturally fragrance cars, pillows, linen, bedding, rawers, wardrobes, suitcases & small interior spaces.",In Stock,,Pink Grapefruit – Aromaveda Sachet_secondary.jpg,https://store.spaceylon.com/product/pink-grapefruit-aromaveda-sachet/
